National University of Singapore (NUS),,,,,,,
Nationality,Education Track,Results (GPA),A-level Results,IB Score,University,Course Name,Results
PR,JC,,87.5,,NUS,Business With Psychology (Double Major),Accepted by direct entry/discovery day
Singaporean,IB,,,44,NUS,Chemical Engineering (Industry 4.0 Specialisation),Accepted by direct entry/discovery day
Singaporean,Poly,4,,,NUS,Chemistry,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 +H3 Merit,,NUS,Chemistry,Accepted by direct entry/discovery day
PR,JC,,85 (1st choice) + H3 ungraded,,NUS,Chs,Accepted by direct entry/discovery day
Singaporean,JC,,77.6 (with MTL),,NUS,Chs,Accepted by ABA
Singaporean,Poly,3.68,,,NUS,Chs ( Eng Lit),Accepted by direct entry/discovery day
Singaporean,JC,,81.25 raw + 2.5,,NUS,Chs (Fass),Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NUS,Chs (Life Science),Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NUS,Chs (No Preferred Major),Rejected
Singaporean,JC,,78.75,,NUS,Chs (Pol Sci),Accepted by direct entry/discovery day
Singaporean,JC,,75,,NUS,Chs (Political Science),Accepted by ABA
Singaporean,JC,,86.25 raw,,NUS,Chs Political Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NUS,Chs Undeclared Major,Accepted by direct entry/discovery day
Singaporean,JC,,75.375,,NUS,College Of Humanities & Sciences (Mt-Related),Accepted by ABA
Singaporean,JC,,86.25,,NUS,College Of Humanities And Science (Life Sciences),Accepted by direct entry/discovery day
Singaporean,JC,,81,,NUS,College Of Humanities And Science (Life Sciences),Accepted by ABA
Singaporean,JC,,80,,NUS,College Of Humanities And Science (Preferred Major: Geography),Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,College Of Humanities And Science (Psychology),Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NUS,College Of Humanities And Science (Sociology),Accepted by ABA
Singaporean,JC,,83.75,,NUS,College Of Humanities And Science (Undeclared Major),Accepted by ABA
Singaporean,JC,,82.5 (without first choice bonus),,NUS,College Of Humanities And Sciences,Rejected
Singaporean,JC,,88.875,,NUS,College Of Humanities And Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,78.85,,NUS,College Of Humanities And Sciences - Undecided,Rejected
Singaporean,JC,,76.25,,NUS,College Of Humanities And Sciences (Anthropology),Accepted by ABA
Singaporean,JC,,86.25 (excl. first choice bonus points),,NUS,College Of Humanities And Sciences (Communications And New Media),Accepted by direct entry/discovery day
Singaporean,JC,,80,,NUS,College Of Humanities And Sciences (Communications And New Media),Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NUS,College Of Humanities And Sciences (Communications And New Media),Rejected
Singaporean,JC,,90,,NUS,College Of Humanities And Sciences (Communications And New Media) With A Minor In Management,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,College Of Humanities And Sciences (Data Science And Analytics),Accepted by ABA
Singaporean,JC,,82.5 (First Choice),,NUS,College Of Humanities And Sciences (Data Science And Analytics),Accepted by ABA
Singaporean,JC,,77.5 (but I got into my course via early admission; would not have met the IGP otherwise),,NUS,College Of Humanities And Sciences (Geography),Accepted by direct entry/discovery day
Singaporean,JC,,76.25,,NUS,College Of Humanities And Sciences (Global Studies),Accepted by ABA
Singaporean,JC,,77.5 + 2.5 (1st choice),,NUS,College Of Humanities And Sciences (Life Science),Rejected
Singaporean,JC,,88.75 + H3 merit,,NUS,College Of Humanities And Sciences (Life Sciences),Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,College Of Humanities And Sciences (Life Sciences),Accepted by direct entry/discovery day
Singaporean,JC,,82.5 (First Choice),,NUS,College Of Humanities And Sciences (Life Sciences),Accepted by ABA
Singaporean,JC,,90 (First Choice + MTL bonus),,NUS,College Of Humanities And Sciences (Malay Studies),Accepted by direct entry/discovery day
Singaporean,JC,,70,,NUS,College Of Humanities And Sciences (Mt-Related),Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NUS,College Of Humanities And Sciences (Political Science),Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,College Of Humanities And Sciences (Psychology),Accepted by direct entry/discovery day
Singaporean,Poly,3.88,,,NUS,College Of Humanities And Sciences (Psychology),Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NUS,College Of Humanities And Sciences (Psychology),Accepted by ABA
Singaporean,JC,,88.75,,NUS,College Of Humanities And Sciences (Psychology) + Nus College,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,College Of Humanities And Sciences (Quantitative Finance),Accepted by direct entry/discovery day
Singaporean,Poly,3.34,,,NUS,College Of Humanities And Sciences (Social Work),Accepted by ABA
Singaporean,Poly,3.76,,,NUS,College Of Humanities And Sciences (Social Work),Shortlisted for interview/written test but rejected
International,JC,,85.5,,NUS,College Of Humanities And Sciences(Major In Mathematics),Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,Computer Engineering,Accepted by direct entry/discovery day
International,JC,,86.25,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,IB,,,42,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NUS,Computer Engineering,Rejected
PR,JC,,83.25,,NUS,Computer Engineering,Accepted by direct entry/discovery day
PR,JC,,78.75,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,83.75(First Choice),,NUS,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Computer Engineering + Business Administration (Ddp),Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 merit,,NUS,Computer Engineering With 2Nd Major In Systems Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 Merit,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 pass,,NUS,Computer Science,Accepted by direct entry/discovery day
International,JC,,90 + H3 Distinction,,NUS,Computer Science,Accepted by direct entry/discovery day
International,JC,,88.875,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Computer Science,Accepted by direct entry/discovery day
PR,JC,,87.5,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 merit,,NUS,Computer Science,Accepted by direct entry/discovery day
PR,JC,,87.75 + H3 Distinction,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 RP,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,Poly,3.8,,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,85.5,,NUS,Computer Science,Accepted by direct entry/discovery day
PR,JC,,86.625,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,Poly,3.94,,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Computer Science,Accepted by direct entry/discovery day
International,IB,,,43,NUS,Computer Science,Accepted by ABA
International,JC,,87.5 + H3 Distinction,,NUS,Computer Science,Accepted by ABA
Singaporean,JC,,87.5,,NUS,Computer Science,Rejected
Singaporean,JC,,87.5,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,86.625,,NUS,"Computer Science (2Nd Choice Direct Entry, Rejected From 1St Choice Law)",Accepted by direct entry/discovery day
International,JC,,90,,NUS,Computer Science & Business Administration,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NUS,Computer Science + Nusc,Accepted by direct entry/discovery day
Singaporean,JC,,86.625,,NUS,Computer Science + Nusc,Accepted by direct entry/discovery day
International,IB,,,43,NUS,Computer Science + Nusc,Accepted by ABA
Singaporean,Poly,3.942,,,NUS,Computer Science With A Minor In Mathematics,Accepted by direct entry/discovery day
Singaporean,JC,,87.5 + H3 Distinction,,NUS,Computer Science With A Minor In Mathematics,Accepted by direct entry/discovery day
Singaporean,JC,,87.75 + H3 Distinction,,NUS,Computer Science With A Minor In Mathematics + Nus College,Accepted by direct entry/discovery day
PR,JC,,90 + H3 Pass,,NUS,Computer Science With Mathematics (Double Major),Accepted by direct entry/discovery day
Singaporean,JC,,87.75,,NUS,Computer Science With Minor In Statistics,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Merit,,NUS,Computer Science With Second Major In Mathematics,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Pass,,NUS,Computer Science With Second Major In Mathematics,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 Merit,,NUS,Computer Science With Second Major In Statistics,Accepted by direct entry/discovery day
Singaporean,Poly,4,,,NUS,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NUS,Data Science And Economics,Accepted by direct entry/discovery day
International,IB,,,44,NUS,Data Science And Economics,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,Data Science And Economics,Rejected
Singaporean,JC,,87.5,,NUS,Data Science And Economics,Rejected
PR,JC,,87.5,,NUS,Data Science And Economics,Shortlisted for interview/written test but rejected
Singaporean,Poly,4,,,NUS,Dentistry,Accepted by ABA
Singaporean,JC,,87.75,,NUS,Dentistry,Shortlisted for interview/written test but rejected
Singaporean,JC,,87.5,,NUS,Dentistry,Accepted by ABA
Singaporean,JC,,87.5,,NUS,Dentistry,Rejected
Singaporean,JC,,88.75 + H3 Merit,,NUS,Dentistry,Accepted by direct entry/discovery day
Singaporean,JC,,87.75,,NUS,Dentistry,Accepted by ABA
Singaporean,JC,,87.5,,NUS,E Scholars Programme,Accepted by direct entry/discovery day
Singaporean,IB,,,44,NUS,E Scholars Programme,Accepted by direct entry/discovery day
Singaporean,JC,,87.75 + H3 Distinction,,NUS,E Scholars Programme,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,E-Scholar Programme,Rejected
Singaporean,JC,,75.375 + 2.5 (fcbp),,NUS,Economics (Second Major In Mtl),Accepted by ABA
Singaporean,JC,,88.75,,NUS,Electrical Engineering With A Minor In Business Analytics,Accepted by direct entry/discovery day
Singaporean,IB,,,42,NUS,Electrical Engineering With A Specialization In Space Technology,Accepted by direct entry/discovery day
Singaporean,IB,,,42,NUS,Electrical Engineering With A Specialization In Space Technology,Accepted by ABA
Singaporean,JC,,75,,NUS,Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,74.25,,NUS,Engineering,Accepted by direct entry/discovery day
Singaporean,Poly,3.83,,,NUS,Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NUS,Engineering,Accepted by direct entry/discovery day
PR,JC,,83.75,,NUS,Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,72.5 (first choice),,NUS,Engineering,Rejected
International,JC,,72.5,,NUS,Engineering,Rejected
PR,JC,,81,,NUS,Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,73.75 (No FCBP),,NUS,Engineering (Chemical Engineering),Accepted by direct entry/discovery day
Singaporean,JC,,71.25 + First choice bonus,,NUS,Engineering (Preferred Major: Ise),Accepted by direct entry/discovery day
Singaporean,Poly,3.76,,,NUS,Engineering With Preferred Major In Biomedical Engineering,Accepted by direct entry/discovery day
PR,Poly,3.6319,,,NUS,Engineering With Preferred Major In Electrical,Accepted by direct entry/discovery day
Singaporean,Poly,3.83,,,NUS,Engineering With Preferred Major In Ise,Accepted by direct entry/discovery day
Singaporean,JC,,73.125+2.5fcb,,NUS,Engineering With Preferred Major In Mechanical Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Engineering With Second Major In Management And Nus College,Accepted by direct entry/discovery day
International,JC,,82.5 (without bonus),,NUS,Engineering(Mechanical Engineering ),Accepted by direct entry/discovery day
PR,JC,,85,,NUS,Environmental Studies,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NUS,Environmental Studies,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Food Science And Technology,Rejected
Singaporean,JC,,85.5rp,,NUS,Humanities & Sciences (Data Sci & Analytics),Accepted by direct entry/discovery day
International,JC,,87.5 + H3 Distinction,,NUS,Humanities And Science (Major In Mathematics),Accepted by direct entry/discovery day
Singaporean,JC,,80,,NUS,Humanities And Science (Political Science),Accepted by ABA
PR,JC,,87.5,,NUS,Humanities And Sciences (Data Science And Analytics),Accepted by direct entry/discovery day
Singaporean,Poly,3.73,,,NUS,Humanities And Sciences (Data Science And Analytics),Accepted by ABA
Singaporean,JC,,73.75 + 2.5 (FCBP),,NUS,Humanities And Sciences (Economics),Rejected
Singaporean,JC,,85,,NUS,Humanities And Sciences (Life Sciences),Accepted by direct entry/discovery day
Singaporean,Poly,3.73,,,NUS,Humanities And Sciences (Social Work),Accepted by ABA
Singaporean,JC,,78.75,,NUS,Humanities And Sciences (Sociology),Accepted by ABA
Singaporean,JC,,86.25,,NUS,Humanities And Sciences + Nusc,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NUS,Industrial Design,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,Information Security,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NUS,Information Security,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Information Security,Rejected
Singaporean,JC,,86.25,,NUS,Information System,Accepted by direct entry/discovery day
Singaporean,Poly,3.88,,,NUS,Information System,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,Information Systems,Accepted by direct entry/discovery day
Singaporean,Poly,3.78,,,NUS,Information Systems,Rejected
International,Poly,3.51,,,NUS,Landscape Architecture,Accepted by ABA
Singaporean,Poly,3.67,,,NUS,Landscape Architecture,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Distinction,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Geopol Dist,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NUS,Law,Rejected
Singaporean,JC,,88.75,,NUS,Law,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Law With Nusc,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Law With Nusc,Accepted by direct entry/discovery day
Singaporean,Poly,3.92,,,NUS,Life Science,Accepted by direct entry/discovery day
International,JC,,85.5,,NUS,Life Science,Accepted by direct entry/discovery day
PR,JC,,88.75,,NUS,Life Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Life Sciences With A Minor In Public Health (Chs),Accepted by direct entry/discovery day
Singaporean,JC,,86.25 + H3 Merit,,NUS,Life Scienes,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NUS,Major In Business Administration With Minor In Statistics,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Mathematics And Computer Science,Rejected
Singaporean,JC,,81.25,,NUS,Mechnical Engineering With Minor In Information Security,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90 + h3 merit,,NUS,Medicine,Shortlisted for interview/written test but rejected
Singaporean,IB,,,43,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,87.75,,NUS,Medicine,Accepted by ABA
Singaporean,JC,,87.5,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Distinction,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NUS,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,62.5,,NUS,Nursing,Accepted by ABA
Singaporean,IB,,,40,NUS,Nursing,Accepted by direct entry/discovery day
Singaporean,JC,,73.75,,NUS,Nursing,Accepted by ABA
Singaporean,JC,,69.75,,NUS,Nursing,Accepted by ABA
Singaporean,JC,,83.75,,NUS,Nus College,Shortlisted for interview/written test but rejected
Singaporean,JC,,87.5,,NUS,Pharmaceutical,Rejected
Singaporean,JC,,90 + H3 Bio DIST + H3 Chem DIST,,NUS,Pharmaceutical Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NUS,Pharmaceutical Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.875 + H3 Merit,,NUS,Pharmaceutical Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NUS,Pharmaceutical Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,90 + h3 dist,,NUS,Pharmaceutical Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NUS,Pharmacy,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NUS,Pharmacy,Accepted by direct entry/discovery day
Singaporean,JC,,85,,NUS,Pharmacy,Rejected
Singaporean,JC,,85,,NUS,Pharmacy,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Pharmacy,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Pharmacy,Accepted by direct entry/discovery day
PR,JC,,86.625,,NUS,Pharmacy,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NUS,Pharmacy,Rejected
Singaporean,JC,,78.75,,NUS,Real Estate,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NUS,Real Estate,Accepted by ABA
Singaporean,JC,,83.75,,NUS,Real Estate,Accepted by direct entry/discovery day
Singaporean,JC,,75.375,,NUS,Real Estate,Accepted by ABA
